acc_X(g)	acc_Y(g)	acc_Z(g)	Time	Cluster
0.995	0.079	0.05	2024-01-02 18:06:25.677	2
0.998	0.067	0.049	2024-01-02 18:06:25.797	2
1.004	0.078	0.045	2024-01-02 18:06:25.887	2
1.0	0.079	0.043	2024-01-02 18:06:26.700	2
0.997	0.081	0.045	2024-01-02 18:06:26.970	2
0.999	0.075	0.046	2024-01-02 18:06:26.219	2
0.982	0.076	0.048	2024-01-02 18:06:26.283	2
0.998	0.079	0.05	2024-01-02 18:06:26.395	2
0.997	0.074	0.044	2024-01-02 18:06:26.487	2
0.993	0.067	0.044	2024-01-02 18:06:26.608	2
0.998	0.073	0.042	2024-01-02 18:06:26.697	2
0.99	0.074	0.046	2024-01-02 18:06:26.819	2
1.0	0.079	0.045	2024-01-02 18:06:26.874	2
0.997	0.072	0.043	2024-01-02 18:06:26.997	2
0.999	0.066	0.052	2024-01-02 18:06:27.860	2
1.005	0.074	0.047	2024-01-02 18:06:27.206	2
0.991	0.094	0.052	2024-01-02 18:06:27.297	2
0.989	0.072	0.046	2024-01-02 18:06:27.415	2
0.997	0.077	0.053	2024-01-02 18:06:27.507	2
0.989	0.081	0.063	2024-01-02 18:06:27.625	2
0.999	0.074	0.059	2024-01-02 18:06:27.687	2
1.01	0.065	0.063	2024-01-02 18:06:27.806	0
1.0	0.073	0.06	2024-01-02 18:06:27.897	2
1.0	0.075	0.064	2024-01-02 18:06:28.170	2
0.993	0.064	0.054	2024-01-02 18:06:28.108	2
0.997	0.064	0.055	2024-01-02 18:06:28.229	2
0.998	0.06	0.048	2024-01-02 18:06:28.287	2
0.986	0.064	0.056	2024-01-02 18:06:28.407	2
0.999	0.058	0.054	2024-01-02 18:06:28.498	2
1.001	0.063	0.057	2024-01-02 18:06:28.618	2
0.996	0.061	0.065	2024-01-02 18:06:28.707	0
0.998	0.056	0.059	2024-01-02 18:06:28.828	0
0.999	0.069	0.063	2024-01-02 18:06:28.918	0
0.983	0.08	0.062	2024-01-02 18:06:29.390	2
1.0	0.048	0.061	2024-01-02 18:06:29.970	0
0.983	0.058	0.063	2024-01-02 18:06:29.219	0
1.008	0.059	0.065	2024-01-02 18:06:29.308	0
1.007	0.058	0.065	2024-01-02 18:06:29.424	0
1.003	0.073	0.081	2024-01-02 18:06:29.516	0
0.994	0.066	0.062	2024-01-02 18:06:29.639	0
0.986	0.059	0.062	2024-01-02 18:06:29.697	0
0.987	0.065	0.068	2024-01-02 18:06:29.818	0
0.995	0.052	0.051	2024-01-02 18:06:29.907	2
0.997	0.058	0.056	2024-01-02 18:06:30.280	2
0.999	0.07	0.057	2024-01-02 18:06:30.117	2
1.01	0.069	0.054	2024-01-02 18:06:30.239	2
0.996	0.074	0.057	2024-01-02 18:06:30.328	2
0.998	0.065	0.06	2024-01-02 18:06:30.454	2
0.981	0.07	0.061	2024-01-02 18:06:30.506	0
0.992	0.082	0.057	2024-01-02 18:06:30.627	2
0.999	0.083	0.064	2024-01-02 18:06:30.717	2
0.989	0.067	0.053	2024-01-02 18:06:30.839	2
1.005	0.071	0.055	2024-01-02 18:06:30.928	2
1.005	0.073	0.049	2024-01-02 18:06:31.490	2
0.994	0.063	0.052	2024-01-02 18:06:31.107	2
1.006	0.055	0.045	2024-01-02 18:06:31.227	2
0.982	0.061	0.045	2024-01-02 18:06:31.317	2
0.994	0.067	0.053	2024-01-02 18:06:31.439	2
1.0	0.056	0.053	2024-01-02 18:06:31.527	2
0.99	0.064	0.062	2024-01-02 18:06:31.650	0
0.996	0.059	0.054	2024-01-02 18:06:31.739	2
1.002	0.06	0.059	2024-01-02 18:06:31.873	0
0.989	0.079	0.057	2024-01-02 18:06:31.919	2
0.998	0.057	0.05	2024-01-02 18:06:32.390	2
0.991	0.06	0.051	2024-01-02 18:06:32.128	2
0.998	0.065	0.061	2024-01-02 18:06:32.248	0
1.002	0.06	0.063	2024-01-02 18:06:32.339	0
0.992	0.056	0.06	2024-01-02 18:06:32.470	0
1.001	0.061	0.066	2024-01-02 18:06:32.517	0
0.996	0.063	0.057	2024-01-02 18:06:32.638	2
0.998	0.074	0.063	2024-01-02 18:06:32.727	2
0.999	0.064	0.055	2024-01-02 18:06:32.853	2
0.993	0.068	0.059	2024-01-02 18:06:32.939	2
1.0	0.07	0.064	2024-01-02 18:06:33.730	0
0.995	0.079	0.055	2024-01-02 18:06:33.149	2
0.994	0.079	0.068	2024-01-02 18:06:33.268	0
0.997	0.062	0.057	2024-01-02 18:06:33.325	2
0.991	0.057	0.058	2024-01-02 18:06:33.447	0
0.997	0.064	0.059	2024-01-02 18:06:33.538	2
1.004	0.064	0.062	2024-01-02 18:06:33.671	0
0.989	0.064	0.061	2024-01-02 18:06:33.749	0
0.998	0.055	0.063	2024-01-02 18:06:33.876	0
0.997	0.066	0.063	2024-01-02 18:06:33.928	0
1.0	0.081	0.061	2024-01-02 18:06:34.450	2
0.991	0.07	0.059	2024-01-02 18:06:34.137	2
0.982	0.068	0.062	2024-01-02 18:06:34.277	0
0.979	0.082	0.07	2024-01-02 18:06:34.345	0
0.991	0.055	0.052	2024-01-02 18:06:34.466	2
1.016	0.083	0.057	2024-01-02 18:06:34.582	2
0.992	0.092	0.063	2024-01-02 18:06:34.678	2
0.993	0.078	0.059	2024-01-02 18:06:34.737	2
0.985	0.089	0.062	2024-01-02 18:06:34.868	2
0.99	0.078	0.056	2024-01-02 18:06:34.947	2
0.984	0.075	0.069	2024-01-02 18:06:35.760	0
1.008	0.092	0.062	2024-01-02 18:06:35.183	2
0.998	0.085	0.07	2024-01-02 18:06:35.275	0
0.996	0.085	0.063	2024-01-02 18:06:35.336	2
0.998	0.079	0.064	2024-01-02 18:06:35.476	2
0.989	0.074	0.064	2024-01-02 18:06:35.549	0
0.994	0.079	0.061	2024-01-02 18:06:35.671	2
1.029	0.055	0.06	2024-01-02 18:06:35.783	0
0.993	0.05	0.057	2024-01-02 18:06:35.878	0
0.997	0.059	0.061	2024-01-02 18:06:35.979	0
1.004	0.078	0.075	2024-01-02 18:06:36.870	0
0.993	0.079	0.063	2024-01-02 18:06:36.148	2
0.994	0.062	0.061	2024-01-02 18:06:36.278	0
0.986	0.062	0.059	2024-01-02 18:06:36.383	0
0.997	0.081	0.063	2024-01-02 18:06:36.476	2
1.002	0.065	0.061	2024-01-02 18:06:36.579	0
0.988	0.068	0.06	2024-01-02 18:06:36.687	2
0.995	0.075	0.06	2024-01-02 18:06:36.751	2
1.004	0.086	0.062	2024-01-02 18:06:36.877	2
0.987	0.1	0.066	2024-01-02 18:06:36.984	2
0.99	0.085	0.061	2024-01-02 18:06:37.780	2
0.982	0.087	0.061	2024-01-02 18:06:37.175	2
0.998	0.091	0.061	2024-01-02 18:06:37.288	2
1.0	0.085	0.061	2024-01-02 18:06:37.377	2
0.987	0.081	0.057	2024-01-02 18:06:37.497	2
0.999	0.083	0.061	2024-01-02 18:06:37.571	2
0.992	0.092	0.06	2024-01-02 18:06:37.677	2
0.996	0.105	0.069	2024-01-02 18:06:37.770	2
0.996	0.084	0.063	2024-01-02 18:06:37.887	2
0.984	0.08	0.059	2024-01-02 18:06:37.980	2
0.996	0.093	0.063	2024-01-02 18:06:38.970	2
1.004	0.085	0.062	2024-01-02 18:06:38.168	2
0.996	0.089	0.063	2024-01-02 18:06:38.281	2
1.006	0.082	0.062	2024-01-02 18:06:38.379	2
0.991	0.091	0.063	2024-01-02 18:06:38.486	2
0.995	0.092	0.059	2024-01-02 18:06:38.577	2
1.001	0.085	0.064	2024-01-02 18:06:38.697	2
0.984	0.077	0.056	2024-01-02 18:06:38.787	2
0.998	0.085	0.059	2024-01-02 18:06:38.908	2
1.003	0.087	0.063	2024-01-02 18:06:38.969	2
0.995	0.081	0.061	2024-01-02 18:06:39.870	2
0.99	0.068	0.055	2024-01-02 18:06:39.182	2
0.993	0.082	0.063	2024-01-02 18:06:39.295	2
0.997	0.089	0.061	2024-01-02 18:06:39.386	2
1.006	0.078	0.06	2024-01-02 18:06:39.507	2
0.996	0.075	0.063	2024-01-02 18:06:39.579	2
0.998	0.074	0.062	2024-01-02 18:06:39.687	2
0.997	0.085	0.065	2024-01-02 18:06:39.777	2
0.989	0.081	0.059	2024-01-02 18:06:39.897	2
1.002	0.06	0.059	2024-01-02 18:06:39.987	0
0.992	0.07	0.06	2024-01-02 18:06:40.107	2
1.002	0.078	0.068	2024-01-02 18:06:40.197	0
1.013	0.075	0.063	2024-01-02 18:06:40.318	2
0.99	0.11	0.095	2024-01-02 18:06:40.377	0
1.009	0.118	0.097	2024-01-02 18:06:40.497	0
1.023	0.098	0.042	2024-01-02 18:06:40.587	2
0.976	0.071	0.012	2024-01-02 18:06:40.707	2
1.056	0.06	0.038	2024-01-02 18:06:40.797	2
0.912	0.131	0.035	2024-01-02 18:06:40.917	2
0.864	0.089	0.098	2024-01-02 18:06:40.975	1
1.077	0.055	0.034	2024-01-02 18:06:41.970	2
0.955	0.083	0.114	2024-01-02 18:06:41.187	0
1.014	0.091	0.058	2024-01-02 18:06:41.304	2
1.023	0.087	0.064	2024-01-02 18:06:41.394	2
0.985	0.117	0.046	2024-01-02 18:06:41.514	2
1.032	0.064	0.116	2024-01-02 18:06:41.604	0
1.019	0.028	0.012	2024-01-02 18:06:41.725	2
1.016	0.091	0.104	2024-01-02 18:06:41.784	0
1.006	0.054	0.072	2024-01-02 18:06:41.904	0
0.996	0.016	0.025	2024-01-02 18:06:41.994	2
1.009	0.059	0.084	2024-01-02 18:06:42.115	0
0.972	0.041	0.062	2024-01-02 18:06:42.204	0
0.994	0.059	0.068	2024-01-02 18:06:42.325	0
0.993	0.038	0.057	2024-01-02 18:06:42.384	0
0.993	0.046	0.064	2024-01-02 18:06:42.504	0
1.004	0.053	0.059	2024-01-02 18:06:42.594	0
0.999	0.064	0.068	2024-01-02 18:06:42.714	0
0.995	0.064	0.064	2024-01-02 18:06:42.807	0
0.995	0.05	0.069	2024-01-02 18:06:42.925	0
0.99	0.059	0.074	2024-01-02 18:06:43.170	0
0.996	0.07	0.066	2024-01-02 18:06:43.135	0
1.0	0.053	0.069	2024-01-02 18:06:43.195	0
0.995	0.051	0.064	2024-01-02 18:06:43.316	0
1.008	0.056	0.063	2024-01-02 18:06:43.405	0
0.993	0.073	0.072	2024-01-02 18:06:43.525	0
0.994	0.057	0.063	2024-01-02 18:06:43.616	0
0.996	0.048	0.058	2024-01-02 18:06:43.735	0
0.984	0.046	0.057	2024-01-02 18:06:43.794	0
0.995	0.074	0.072	2024-01-02 18:06:43.916	0
0.996	0.049	0.065	2024-01-02 18:06:44.500	0
0.995	0.037	0.072	2024-01-02 18:06:44.125	0
1.005	0.047	0.074	2024-01-02 18:06:44.215	0
0.988	0.06	0.065	2024-01-02 18:06:44.334	0
0.984	0.058	0.063	2024-01-02 18:06:44.426	0
0.998	0.061	0.08	2024-01-02 18:06:44.545	0
1.002	0.052	0.068	2024-01-02 18:06:44.604	0
1.005	0.054	0.062	2024-01-02 18:06:44.725	0
1.016	0.061	0.063	2024-01-02 18:06:45.173	0
0.985	0.047	0.052	2024-01-02 18:06:45.173	2
0.998	0.071	0.059	2024-01-02 18:06:45.173	2
0.986	0.063	0.06	2024-01-02 18:06:45.173	0
0.998	0.069	0.044	2024-01-02 18:06:45.204	2
1.001	0.069	0.052	2024-01-02 18:06:45.327	2
0.996	0.049	0.041	2024-01-02 18:06:45.417	2
1.006	0.061	0.049	2024-01-02 18:06:45.537	2
1.005	0.069	0.061	2024-01-02 18:06:45.627	2
0.986	0.055	0.062	2024-01-02 18:06:45.746	0
1.005	0.057	0.064	2024-01-02 18:06:45.836	0
0.99	0.065	0.049	2024-01-02 18:06:45.975	2
0.992	0.09	0.063	2024-01-02 18:06:46.170	2
0.992	0.066	0.055	2024-01-02 18:06:46.137	2
0.981	0.064	0.057	2024-01-02 18:06:46.228	2
1.002	0.065	0.052	2024-01-02 18:06:46.347	2
0.992	0.08	0.041	2024-01-02 18:06:46.435	2
0.996	0.083	0.034	2024-01-02 18:06:46.577	2
0.995	0.072	0.038	2024-01-02 18:06:46.617	2
0.993	0.072	0.04	2024-01-02 18:06:46.738	2
1.001	0.076	0.044	2024-01-02 18:06:46.827	2
0.996	0.069	0.043	2024-01-02 18:06:46.946	2
0.997	0.067	0.047	2024-01-02 18:06:47.390	2
0.999	0.07	0.048	2024-01-02 18:06:47.170	2
0.998	0.071	0.045	2024-01-02 18:06:47.247	2
0.991	0.07	0.04	2024-01-02 18:06:47.371	2
1.004	0.058	0.049	2024-01-02 18:06:47.429	2
0.997	0.061	0.045	2024-01-02 18:06:47.552	2
1.002	0.063	0.044	2024-01-02 18:06:47.638	2
1.0	0.056	0.043	2024-01-02 18:06:47.771	2
1.007	0.069	0.055	2024-01-02 18:06:47.847	2
1.0	0.061	0.05	2024-01-02 18:06:47.970	2
0.99	0.059	0.045	2024-01-02 18:06:48.270	2
0.997	0.073	0.056	2024-01-02 18:06:48.149	2
0.999	0.076	0.063	2024-01-02 18:06:48.239	2
0.995	0.056	0.044	2024-01-02 18:06:48.376	2
0.988	0.05	0.004	2024-01-02 18:06:48.448	2
1.008	0.038	0.01	2024-01-02 18:06:48.577	2
1.0	0.058	0.063	2024-01-02 18:06:48.671	0
1.0	0.054	0.034	2024-01-02 18:06:48.777	2
0.985	0.065	0.054	2024-01-02 18:06:48.839	2
1.01	0.058	0.045	2024-01-02 18:06:48.980	2
0.992	0.053	0.048	2024-01-02 18:06:49.490	2
1.007	0.045	0.046	2024-01-02 18:06:49.172	2
0.994	0.05	0.039	2024-01-02 18:06:49.274	2
1.008	0.058	0.042	2024-01-02 18:06:49.378	2
0.998	0.052	0.036	2024-01-02 18:06:49.435	2
1.0	0.051	0.032	2024-01-02 18:06:49.571	2
0.979	0.057	0.034	2024-01-02 18:06:49.648	2
0.995	0.083	0.048	2024-01-02 18:06:49.774	2
1.003	0.063	0.041	2024-01-02 18:06:49.875	2
1.002	0.063	0.039	2024-01-02 18:06:49.976	2
1.003	0.077	0.042	2024-01-02 18:06:50.740	2
0.992	0.064	0.042	2024-01-02 18:06:50.187	2
0.999	0.074	0.029	2024-01-02 18:06:50.248	2
0.999	0.063	0.039	2024-01-02 18:06:50.373	2
0.992	0.063	0.041	2024-01-02 18:06:50.455	2
0.995	0.074	0.048	2024-01-02 18:06:50.577	2
0.996	0.065	0.035	2024-01-02 18:06:50.667	2
0.989	0.061	0.046	2024-01-02 18:06:50.787	2
1.0	0.073	0.045	2024-01-02 18:06:50.846	2
0.996	0.077	0.031	2024-01-02 18:06:50.978	2
0.995	0.078	0.034	2024-01-02 18:06:51.870	2
1.004	0.06	0.027	2024-01-02 18:06:51.181	2
0.988	0.063	0.036	2024-01-02 18:06:51.271	2
1.0	0.077	0.037	2024-01-02 18:06:51.387	2
1.004	0.072	0.038	2024-01-02 18:06:51.482	2
0.989	0.071	0.038	2024-01-02 18:06:51.597	2
1.002	0.067	0.043	2024-01-02 18:06:51.658	2
0.985	0.083	0.042	2024-01-02 18:06:51.778	2
1.0	0.073	0.032	2024-01-02 18:06:51.879	2
1.0	0.064	0.034	2024-01-02 18:06:51.987	2
0.991	0.057	0.041	2024-01-02 18:06:52.760	2
0.999	0.068	0.041	2024-01-02 18:06:52.196	2
0.986	0.07	0.048	2024-01-02 18:06:52.282	2
0.99	0.071	0.054	2024-01-02 18:06:52.383	2
1.008	0.056	0.047	2024-01-02 18:06:52.483	2
0.994	0.083	0.066	2024-01-02 18:06:52.586	2
1.0	0.064	0.045	2024-01-02 18:06:52.677	2
1.006	0.072	0.053	2024-01-02 18:06:52.796	2
0.998	0.076	0.047	2024-01-02 18:06:52.884	2
0.993	0.072	0.051	2024-01-02 18:06:53.600	2
0.989	0.081	0.052	2024-01-02 18:06:53.800	2
0.989	0.088	0.049	2024-01-02 18:06:53.187	2
0.991	0.07	0.043	2024-01-02 18:06:53.295	2
0.99	0.067	0.044	2024-01-02 18:06:53.397	2
0.997	0.079	0.042	2024-01-02 18:06:53.487	2
0.99	0.075	0.04	2024-01-02 18:06:53.608	2
1.01	0.075	0.038	2024-01-02 18:06:53.678	2
1.003	0.073	0.038	2024-01-02 18:06:53.788	2
0.989	0.083	0.043	2024-01-02 18:06:53.877	2
1.001	0.083	0.044	2024-01-02 18:06:53.997	2
1.001	0.065	0.043	2024-01-02 18:06:54.860	2
1.002	0.072	0.042	2024-01-02 18:06:54.208	2
0.995	0.075	0.041	2024-01-02 18:06:54.297	2
0.997	0.07	0.039	2024-01-02 18:06:54.417	2
0.991	0.082	0.042	2024-01-02 18:06:54.477	2
0.986	0.07	0.042	2024-01-02 18:06:54.597	2
0.991	0.073	0.042	2024-01-02 18:06:54.686	2
0.994	0.076	0.031	2024-01-02 18:06:54.807	2
1.013	0.072	0.049	2024-01-02 18:06:54.896	2
0.994	0.071	0.045	2024-01-02 18:06:55.170	2
0.993	0.08	0.051	2024-01-02 18:06:55.780	2
0.989	0.072	0.048	2024-01-02 18:06:55.197	2
0.992	0.083	0.049	2024-01-02 18:06:55.287	2
1.0	0.067	0.043	2024-01-02 18:06:55.407	2
0.993	0.076	0.041	2024-01-02 18:06:55.497	2
1.004	0.079	0.033	2024-01-02 18:06:55.618	2
1.005	0.08	0.04	2024-01-02 18:06:55.708	2
0.999	0.076	0.037	2024-01-02 18:06:55.831	2
0.998	0.081	0.045	2024-01-02 18:06:55.887	2
0.986	0.084	0.044	2024-01-02 18:06:56.700	2
0.991	0.096	0.046	2024-01-02 18:06:56.970	2
0.992	0.07	0.033	2024-01-02 18:06:56.216	2
0.99	0.074	0.042	2024-01-02 18:06:56.308	2
1.006	0.081	0.04	2024-01-02 18:06:56.427	2
1.005	0.078	0.037	2024-01-02 18:06:56.487	2
0.991	0.072	0.047	2024-01-02 18:06:56.607	2
0.998	0.066	0.051	2024-01-02 18:06:56.697	2
0.989	0.071	0.049	2024-01-02 18:06:56.817	2
0.989	0.083	0.054	2024-01-02 18:06:56.908	2
1.009	0.062	0.052	2024-01-02 18:06:57.270	2
0.992	0.075	0.051	2024-01-02 18:06:57.117	2
1.014	0.075	0.052	2024-01-02 18:06:57.238	2
0.998	0.074	0.051	2024-01-02 18:06:57.296	2
0.99	0.075	0.049	2024-01-02 18:06:57.418	2
0.994	0.09	0.068	2024-01-02 18:06:57.506	2
0.986	0.098	0.071	2024-01-02 18:06:57.628	2
1.003	0.071	0.027	2024-01-02 18:06:57.717	2
0.98	0.042	-0.002	2024-01-02 18:06:57.838	2
1.0	0.054	0.05	2024-01-02 18:06:57.894	2
1.014	0.109	0.093	2024-01-02 18:06:58.180	0
0.998	0.079	0.053	2024-01-02 18:06:58.106	2
0.998	0.083	0.074	2024-01-02 18:06:58.228	0
0.995	0.073	0.067	2024-01-02 18:06:58.316	0
0.979	0.08	0.062	2024-01-02 18:06:58.445	2
0.993	0.086	0.058	2024-01-02 18:06:58.527	2
1.004	0.077	0.054	2024-01-02 18:06:58.648	2
0.993	0.068	0.056	2024-01-02 18:06:58.703	2
0.995	0.063	0.062	2024-01-02 18:06:58.827	0
0.997	0.074	0.064	2024-01-02 18:06:58.916	0
1.001	0.083	0.059	2024-01-02 18:06:59.370	2
1.006	0.064	0.047	2024-01-02 18:06:59.128	2
0.999	0.062	0.045	2024-01-02 18:06:59.263	2
1.009	0.08	0.053	2024-01-02 18:06:59.306	2
1.008	0.076	0.058	2024-01-02 18:06:59.427	2
0.987	0.072	0.042	2024-01-02 18:06:59.516	2
0.987	0.082	0.061	2024-01-02 18:06:59.637	2
0.978	0.088	0.059	2024-01-02 18:06:59.726	2
0.985	0.083	0.035	2024-01-02 18:06:59.847	2
1.001	0.067	0.041	2024-01-02 18:06:59.936	2
0.987	0.067	0.038	2024-01-02 18:07:00.570	2
1.003	0.072	0.039	2024-01-02 18:07:00.118	2
1.004	0.08	0.051	2024-01-02 18:07:00.237	2
0.987	0.08	0.048	2024-01-02 18:07:00.326	2
0.993	0.079	0.061	2024-01-02 18:07:00.456	2
0.988	0.077	0.061	2024-01-02 18:07:00.537	2
0.998	0.082	0.06	2024-01-02 18:07:00.676	2
1.002	0.062	0.043	2024-01-02 18:07:00.718	2
1.001	0.067	0.054	2024-01-02 18:07:00.849	2
0.995	0.063	0.046	2024-01-02 18:07:00.928	2
0.995	0.056	0.042	2024-01-02 18:07:01.470	2
0.996	0.091	0.051	2024-01-02 18:07:01.136	2
1.001	0.066	0.042	2024-01-02 18:07:01.268	2
0.997	0.069	0.042	2024-01-02 18:07:01.347	2
1.0	0.056	0.027	2024-01-02 18:07:01.479	2
1.0	0.069	0.054	2024-01-02 18:07:01.528	2
1.01	0.074	0.042	2024-01-02 18:07:01.654	2
0.994	0.062	0.021	2024-01-02 18:07:01.738	2
1.002	0.091	0.062	2024-01-02 18:07:01.856	2
0.962	0.103	0.041	2024-01-02 18:07:01.945	2
1.001	0.055	0.047	2024-01-02 18:07:02.730	2
0.997	0.084	0.026	2024-01-02 18:07:02.128	2
0.995	0.082	0.031	2024-01-02 18:07:02.248	2
1.014	0.057	0.042	2024-01-02 18:07:02.338	2
1.003	0.074	0.032	2024-01-02 18:07:02.457	2
1.003	0.073	0.038	2024-01-02 18:07:02.548	2
0.994	0.068	0.035	2024-01-02 18:07:02.673	2
0.996	0.079	0.044	2024-01-02 18:07:02.756	2
0.997	0.057	0.036	2024-01-02 18:07:02.882	2
0.997	0.065	0.042	2024-01-02 18:07:02.938	2
0.99	0.058	0.037	2024-01-02 18:07:03.790	2
1.005	0.063	0.044	2024-01-02 18:07:03.149	2
0.991	0.064	0.043	2024-01-02 18:07:03.272	2
1.003	0.065	0.049	2024-01-02 18:07:03.383	2
0.985	0.072	0.043	2024-01-02 18:07:03.482	2
1.0	0.08	0.042	2024-01-02 18:07:03.538	2
0.999	0.067	0.035	2024-01-02 18:07:03.677	2
0.985	0.06	0.042	2024-01-02 18:07:03.749	2
1.007	0.069	0.038	2024-01-02 18:07:03.876	2
1.002	0.083	0.04	2024-01-02 18:07:03.957	2
0.993	0.077	0.035	2024-01-02 18:07:04.830	2
0.993	0.067	0.038	2024-01-02 18:07:04.180	2
0.983	0.068	0.036	2024-01-02 18:07:04.287	2
1.0	0.069	0.031	2024-01-02 18:07:04.349	2
1.006	0.056	0.027	2024-01-02 18:07:04.478	2
0.994	0.052	0.025	2024-01-02 18:07:04.580	2
0.998	0.06	0.035	2024-01-02 18:07:04.681	2
1.0	0.058	0.036	2024-01-02 18:07:04.774	2
0.99	0.069	0.042	2024-01-02 18:07:04.886	2
0.992	0.055	0.046	2024-01-02 18:07:04.948	2
0.997	0.054	0.035	2024-01-02 18:07:05.740	2
1.003	0.054	0.04	2024-01-02 18:07:05.156	2
1.007	0.058	0.037	2024-01-02 18:07:05.280	2
1.03	0.057	0.042	2024-01-02 18:07:05.376	2
0.994	0.04	0.054	2024-01-02 18:07:05.484	0
0.983	0.048	0.042	2024-01-02 18:07:05.584	2
1.002	0.043	0.044	2024-01-02 18:07:05.696	2
1.011	0.061	0.048	2024-01-02 18:07:05.781	2
0.993	0.054	0.041	2024-01-02 18:07:05.880	2
1.004	0.061	0.043	2024-01-02 18:07:05.973	2
0.993	0.061	0.046	2024-01-02 18:07:06.870	2
1.005	0.062	0.033	2024-01-02 18:07:06.180	2
0.99	0.059	0.042	2024-01-02 18:07:06.296	2
0.987	0.059	0.042	2024-01-02 18:07:06.379	2
1.0	0.074	0.044	2024-01-02 18:07:06.481	2
1.006	0.06	0.043	2024-01-02 18:07:06.575	2
0.996	0.058	0.043	2024-01-02 18:07:06.688	2
0.979	0.061	0.039	2024-01-02 18:07:06.784	2
1.001	0.076	0.036	2024-01-02 18:07:06.897	2
0.992	0.104	0.051	2024-01-02 18:07:06.986	2
0.99	0.058	0.039	2024-01-02 18:07:07.107	2
0.994	0.065	0.043	2024-01-02 18:07:07.177	2
0.999	0.087	0.043	2024-01-02 18:07:07.286	2
1.006	0.068	0.036	2024-01-02 18:07:07.383	2
0.998	0.07	0.035	2024-01-02 18:07:07.498	2
1.0	0.062	0.031	2024-01-02 18:07:07.587	2
0.996	0.064	0.031	2024-01-02 18:07:07.707	2
0.993	0.083	0.04	2024-01-02 18:07:07.775	2
0.994	0.072	0.039	2024-01-02 18:07:07.887	2
0.992	0.065	0.031	2024-01-02 18:07:07.984	2
1.009	0.073	0.031	2024-01-02 18:07:08.970	2
1.0	0.083	0.035	2024-01-02 18:07:08.186	2
0.978	0.062	0.025	2024-01-02 18:07:08.309	2
0.977	0.076	0.036	2024-01-02 18:07:08.397	2
0.975	0.061	0.042	2024-01-02 18:07:08.518	2
1.021	0.085	0.04	2024-01-02 18:07:08.586	2
1.021	0.078	0.028	2024-01-02 18:07:08.696	2
1.008	0.088	0.029	2024-01-02 18:07:08.786	2
1.005	0.063	0.014	2024-01-02 18:07:08.906	2
0.99	0.047	0.017	2024-01-02 18:07:08.998	2
1.003	0.031	0.02	2024-01-02 18:07:09.115	2
1.01	0.057	0.026	2024-01-02 18:07:09.178	2
0.992	0.052	0.026	2024-01-02 18:07:09.293	2
0.992	0.054	0.027	2024-01-02 18:07:09.386	2
0.996	0.045	0.029	2024-01-02 18:07:09.507	2
0.985	0.051	0.031	2024-01-02 18:07:09.597	2
1.0	0.064	0.032	2024-01-02 18:07:09.717	2
1.005	0.07	0.025	2024-01-02 18:07:09.807	2
0.992	0.076	0.03	2024-01-02 18:07:09.928	2
0.996	0.057	0.026	2024-01-02 18:07:09.986	2
0.993	0.069	0.024	2024-01-02 18:07:10.104	2
0.989	0.082	0.033	2024-01-02 18:07:10.196	2
1.009	0.064	0.027	2024-01-02 18:07:10.317	2
0.992	0.075	0.029	2024-01-02 18:07:10.407	2
1.002	0.072	0.031	2024-01-02 18:07:10.528	2
0.999	0.079	0.03	2024-01-02 18:07:10.586	2
0.995	0.094	0.028	2024-01-02 18:07:10.706	2
0.998	0.073	0.023	2024-01-02 18:07:10.796	2
0.984	0.064	0.016	2024-01-02 18:07:10.914	2
1.001	0.068	0.022	2024-01-02 18:07:11.700	2
1.006	0.058	0.022	2024-01-02 18:07:11.127	2
1.003	0.065	0.031	2024-01-02 18:07:11.217	2
0.997	0.059	0.03	2024-01-02 18:07:11.337	2
0.998	0.067	0.038	2024-01-02 18:07:11.394	2
1.0	0.072	0.033	2024-01-02 18:07:11.516	2
1.006	0.057	0.031	2024-01-02 18:07:11.607	2
1.006	0.064	0.036	2024-01-02 18:07:11.726	2
1.007	0.084	0.028	2024-01-02 18:07:11.817	2
1.002	0.081	0.031	2024-01-02 18:07:11.937	2
0.99	0.079	0.04	2024-01-02 18:07:11.996	2
0.993	0.07	0.032	2024-01-02 18:07:12.116	2
0.989	0.073	0.037	2024-01-02 18:07:12.206	2
0.998	0.087	0.035	2024-01-02 18:07:12.327	2
1.014	0.079	0.034	2024-01-02 18:07:12.419	2
0.997	0.067	0.031	2024-01-02 18:07:12.537	2
1.017	0.112	0.038	2024-01-02 18:07:12.628	2
0.992	0.124	0.055	2024-01-02 18:07:12.747	2
0.986	0.105	0.048	2024-01-02 18:07:12.804	2
0.992	0.129	0.053	2024-01-02 18:07:12.927	2
0.955	0.155	0.061	2024-01-02 18:07:13.160	2
0.968	0.134	0.046	2024-01-02 18:07:13.136	2
1.008	0.155	0.049	2024-01-02 18:07:13.228	2
0.976	0.187	0.058	2024-01-02 18:07:13.347	2
1.006	0.173	0.053	2024-01-02 18:07:13.405	2
1.046	0.213	0.067	2024-01-02 18:07:13.528	2
0.975	0.269	0.071	2024-01-02 18:07:13.617	2
0.982	0.176	0.06	2024-01-02 18:07:13.738	2
0.981	0.204	0.045	2024-01-02 18:07:13.828	2
0.995	0.206	0.017	2024-01-02 18:07:13.948	2
1.009	0.199	0.014	2024-01-02 18:07:14.380	2
