acc_X(g),acc_Y(g),acc_Z(g),ang_X(g),ang_Y(g),ang_Z(g),Time,Cluster
-0.86,-0.152,0.563,0.427,30.212,3.479,2024-01-16 21:16:05.976,0
-0.341,-0.195,0.398,-2.014,42.542,3.296,2024-01-16 21:16:06.790,0
-0.341,-0.195,0.398,-2.014,42.542,3.296,2024-01-16 21:16:06.800,0
-0.569,-0.099,0.229,-21.912,54.749,6.409,2024-01-16 21:16:06.270,0
-0.569,-0.099,0.229,-21.912,54.749,6.409,2024-01-16 21:16:06.270,0
-1.172,0.026,0.381,15.076,20.264,-21.973,2024-01-16 21:16:06.270,0
-1.172,0.026,0.381,15.076,20.264,-21.973,2024-01-16 21:16:06.270,0
-1.518,-0.404,0.498,5.432,-0.244,-19.714,2024-01-16 21:16:06.422,0
-1.518,-0.404,0.498,5.432,-0.244,-19.714,2024-01-16 21:16:06.422,0
-1.653,-0.383,0.863,14.221,-44.983,-1.099,2024-01-16 21:16:06.452,1
-1.653,-0.383,0.863,14.221,-44.983,-1.099,2024-01-16 21:16:06.452,1
-1.138,-0.46,1.068,24.17,-76.721,5.188,2024-01-16 21:16:06.575,1
-1.138,-0.46,1.068,24.17,-76.721,5.188,2024-01-16 21:16:06.575,1
-0.095,-0.25,0.379,1.953,-42.969,2.197,2024-01-16 21:16:06.662,1
-0.095,-0.25,0.379,1.953,-42.969,2.197,2024-01-16 21:16:06.662,1
-0.008,-0.06,-0.073,-24.414,17.212,5.981,2024-01-16 21:16:06.781,0
-0.008,-0.06,-0.073,-24.414,17.212,5.981,2024-01-16 21:16:06.781,0
0.085,-0.0,-0.066,17.273,-29.968,10.071,2024-01-16 21:16:06.888,0
0.085,-0.0,-0.066,17.273,-29.968,10.071,2024-01-16 21:16:06.889,0
-1.047,0.064,0.087,-40.283,69.763,-16.052,2024-01-16 21:16:07.230,0
-1.047,0.064,0.087,-40.283,69.763,-16.052,2024-01-16 21:16:07.230,0
-0.974,0.103,0.725,-23.193,-48.462,144.592,2024-01-16 21:16:07.510,0
-0.974,0.103,0.725,-23.193,-48.462,144.592,2024-01-16 21:16:07.520,0
-1.586,-0.244,0.464,-36.621,64.514,2.563,2024-01-16 21:16:07.183,0
-1.586,-0.244,0.464,-36.621,64.514,2.563,2024-01-16 21:16:07.184,0
-1.267,-0.436,1.158,29.297,-78.308,-4.028,2024-01-16 21:16:07.274,1
-1.267,-0.436,1.158,29.297,-78.308,-4.028,2024-01-16 21:16:07.274,1
-0.736,-0.458,1.043,16.418,-64.758,4.761,2024-01-16 21:16:07.383,1
-0.736,-0.458,1.043,16.418,-64.758,4.761,2024-01-16 21:16:07.383,1
-0.018,-0.123,0.163,-23.499,-4.456,14.648,2024-01-16 21:16:07.562,0
-0.018,-0.123,0.163,-23.499,-4.456,14.648,2024-01-16 21:16:07.562,0
0.0,-0.007,-0.042,-66.345,272.278,-23.682,2024-01-16 21:16:07.591,0
0.0,-0.007,-0.042,-66.345,272.278,-23.682,2024-01-16 21:16:07.591,0
0.231,0.0,-0.006,121.887,-20.325,-37.231,2024-01-16 21:16:07.681,0
0.231,0.0,-0.006,121.887,-20.325,-37.231,2024-01-16 21:16:07.682,0
-2.009,0.01,0.328,-43.884,339.478,-23.56,2024-01-16 21:16:07.801,0
-2.009,0.01,0.328,-43.884,339.478,-23.56,2024-01-16 21:16:07.802,0
-0.694,-0.321,0.246,-1.892,-119.263,125.793,2024-01-16 21:16:07.877,0
-0.694,-0.321,0.246,-1.892,-119.263,125.793,2024-01-16 21:16:07.878,0
-1.563,-0.434,0.572,-27.527,58.472,-4.211,2024-01-16 21:16:07.980,1
-1.563,-0.434,0.572,-27.527,58.472,-4.211,2024-01-16 21:16:07.980,1
-1.176,-0.507,1.05,23.804,-77.271,15.015,2024-01-16 21:16:08.820,1
-1.176,-0.507,1.05,23.804,-77.271,15.015,2024-01-16 21:16:08.830,1
-1.042,-0.407,0.969,27.222,-77.515,8.972,2024-01-16 21:16:08.195,1
-1.042,-0.407,0.969,27.222,-77.515,8.972,2024-01-16 21:16:08.195,1
-0.095,-0.312,0.386,-6.104,-27.527,7.202,2024-01-16 21:16:08.281,1
-0.095,-0.312,0.386,-6.104,-27.527,7.202,2024-01-16 21:16:08.281,1
-0.022,-0.095,-0.226,-18.616,44.006,-22.278,2024-01-16 21:16:08.401,0
-0.022,-0.095,-0.226,-18.616,44.006,-22.278,2024-01-16 21:16:08.401,0
0.259,-0.019,-0.13,47.852,-44.067,32.654,2024-01-16 21:16:08.471,0
0.259,-0.019,-0.13,47.852,-44.067,32.654,2024-01-16 21:16:08.471,0
-1.453,0.218,0.434,-170.715,-54.077,64.697,2024-01-16 21:16:08.583,0
-1.453,0.218,0.434,-170.715,-54.077,64.697,2024-01-16 21:16:08.583,0
-1.638,-0.276,1.17,18.677,-180.054,-35.889,2024-01-16 21:16:08.700,1
-1.638,-0.276,1.17,18.677,-180.054,-35.889,2024-01-16 21:16:08.700,1
-1.272,-0.697,0.704,-13.123,32.593,-39.612,2024-01-16 21:16:08.791,1
-1.272,-0.697,0.704,-13.123,32.593,-39.612,2024-01-16 21:16:08.792,1
-0.609,-0.315,0.87,18.066,-36.743,0.549,2024-01-16 21:16:08.885,1
-0.609,-0.315,0.87,18.066,-36.743,0.549,2024-01-16 21:16:08.885,1
-0.349,-0.2,0.602,-1.099,-11.841,0.916,2024-01-16 21:16:09.000,1
-0.349,-0.2,0.602,-1.099,-11.841,0.916,2024-01-16 21:16:09.100,1
-0.472,-0.122,0.367,8.24,-27.832,3.601,2024-01-16 21:16:09.880,0
-0.472,-0.122,0.367,8.24,-27.832,3.601,2024-01-16 21:16:09.880,0
-0.995,-0.153,0.292,9.216,-26.917,4.395,2024-01-16 21:16:09.212,0
-0.995,-0.153,0.292,9.216,-26.917,4.395,2024-01-16 21:16:09.212,0
-0.524,-0.194,0.901,18.494,-30.029,3.906,2024-01-16 21:16:09.283,1
-0.524,-0.194,0.901,18.494,-30.029,3.906,2024-01-16 21:16:09.283,1
-0.701,-0.182,0.617,-2.686,1.221,-1.343,2024-01-16 21:16:09.392,0
-0.701,-0.182,0.617,-2.686,1.221,-1.343,2024-01-16 21:16:09.392,0
-0.867,-0.135,0.763,14.832,-14.771,-8.85,2024-01-16 21:16:09.483,0
-0.867,-0.135,0.763,14.832,-14.771,-8.85,2024-01-16 21:16:09.484,0
-0.566,-0.275,0.67,4.395,-2.075,-6.287,2024-01-16 21:16:09.671,1
-0.566,-0.275,0.67,4.395,-2.075,-6.287,2024-01-16 21:16:09.671,1
-0.768,-0.124,0.705,-1.343,1.831,-4.639,2024-01-16 21:16:09.691,0
-0.768,-0.124,0.705,-1.343,1.831,-4.639,2024-01-16 21:16:09.691,0
-0.67,-0.211,0.721,1.77,2.136,-6.714,2024-01-16 21:16:09.809,1
-0.67,-0.211,0.721,1.77,2.136,-6.714,2024-01-16 21:16:09.810,1
-0.707,-0.183,0.689,1.16,4.761,-3.357,2024-01-16 21:16:09.880,1
-0.707,-0.183,0.689,1.16,4.761,-3.357,2024-01-16 21:16:09.880,1
-0.71,-0.225,0.689,-1.16,2.441,1.038,2024-01-16 21:16:10.200,1
-0.71,-0.225,0.689,-1.16,2.441,1.038,2024-01-16 21:16:10.200,1
-0.694,-0.189,0.698,-4.089,3.113,4.211,2024-01-16 21:16:10.810,1
-0.694,-0.189,0.698,-4.089,3.113,4.211,2024-01-16 21:16:10.810,1
-0.686,-0.176,0.688,0.0,1.648,5.127,2024-01-16 21:16:10.201,1
-0.686,-0.176,0.688,0.0,1.648,5.127,2024-01-16 21:16:10.201,1
-0.704,-0.161,0.699,1.526,0.427,5.554,2024-01-16 21:16:10.291,0
-0.704,-0.161,0.699,1.526,0.427,5.554,2024-01-16 21:16:10.291,0
-0.7,-0.195,0.682,1.038,-0.427,5.127,2024-01-16 21:16:10.413,1
-0.7,-0.195,0.682,1.038,-0.427,5.127,2024-01-16 21:16:10.413,1
-0.724,-0.179,0.683,-1.282,-2.197,4.272,2024-01-16 21:16:10.501,1
-0.724,-0.179,0.683,-1.282,-2.197,4.272,2024-01-16 21:16:10.501,1
-0.691,-0.167,0.697,-2.563,0.671,1.953,2024-01-16 21:16:10.622,1
-0.691,-0.167,0.697,-2.563,0.671,1.953,2024-01-16 21:16:10.623,1
-0.699,-0.168,0.683,-3.784,2.563,0.793,2024-01-16 21:16:10.712,0
-0.699,-0.168,0.683,-3.784,2.563,0.793,2024-01-16 21:16:10.713,0
-0.698,-0.162,0.695,-2.747,1.404,-0.488,2024-01-16 21:16:10.801,0
-0.698,-0.162,0.695,-2.747,1.404,-0.488,2024-01-16 21:16:10.801,0
-0.709,-0.171,0.691,-1.587,-0.732,-0.305,2024-01-16 21:16:10.894,1
-0.709,-0.171,0.691,-1.587,-0.732,-0.305,2024-01-16 21:16:10.895,1
-0.707,-0.176,0.693,-2.747,-0.427,1.587,2024-01-16 21:16:11.420,1
-0.707,-0.176,0.693,-2.747,-0.427,1.587,2024-01-16 21:16:11.420,1
-0.678,-0.164,0.692,-0.977,-0.732,0.488,2024-01-16 21:16:11.101,1
-0.678,-0.164,0.692,-0.977,-0.732,0.488,2024-01-16 21:16:11.102,1
-0.707,-0.187,0.676,-0.061,-2.625,-1.038,2024-01-16 21:16:11.223,1
-0.707,-0.187,0.676,-0.061,-2.625,-1.038,2024-01-16 21:16:11.223,1
-0.72,-0.192,0.685,-0.854,-4.883,-2.93,2024-01-16 21:16:11.285,1
-0.72,-0.192,0.685,-0.854,-4.883,-2.93,2024-01-16 21:16:11.285,1
-0.698,-0.181,0.715,-2.136,0.549,-4.822,2024-01-16 21:16:11.400,1
-0.698,-0.181,0.715,-2.136,0.549,-4.822,2024-01-16 21:16:11.400,1
-0.711,-0.209,0.686,-1.892,1.099,-3.174,2024-01-16 21:16:11.491,1
-0.711,-0.209,0.686,-1.892,1.099,-3.174,2024-01-16 21:16:11.491,1
-0.694,-0.204,0.688,-2.014,1.587,-1.282,2024-01-16 21:16:11.611,1
-0.694,-0.204,0.688,-2.014,1.587,-1.282,2024-01-16 21:16:11.611,1
-0.703,-0.198,0.684,-1.16,1.282,1.343,2024-01-16 21:16:11.698,1
-0.703,-0.198,0.684,-1.16,1.282,1.343,2024-01-16 21:16:11.698,1
-0.697,-0.206,0.686,-0.488,1.099,1.709,2024-01-16 21:16:11.821,1
-0.697,-0.206,0.686,-0.488,1.099,1.709,2024-01-16 21:16:11.822,1
-0.709,-0.2,0.681,-0.549,0.671,2.563,2024-01-16 21:16:11.980,1
-0.709,-0.2,0.681,-0.549,0.671,2.563,2024-01-16 21:16:11.980,1
-0.708,-0.197,0.685,0.061,0.122,2.625,2024-01-16 21:16:12.390,1
-0.708,-0.197,0.685,0.061,0.122,2.625,2024-01-16 21:16:12.390,1
-0.707,-0.194,0.677,0.0,0.793,1.831,2024-01-16 21:16:12.930,1
-0.707,-0.194,0.677,0.0,0.793,1.831,2024-01-16 21:16:12.930,1
-0.706,-0.188,0.683,-0.244,-0.549,1.282,2024-01-16 21:16:12.212,1
-0.706,-0.188,0.683,-0.244,-0.549,1.282,2024-01-16 21:16:12.212,1
-0.708,-0.193,0.679,0.854,-0.427,0.061,2024-01-16 21:16:12.301,1
-0.708,-0.193,0.679,0.854,-0.427,0.061,2024-01-16 21:16:12.302,1
-0.702,-0.191,0.678,0.427,0.0,-0.549,2024-01-16 21:16:12.483,1
-0.702,-0.191,0.678,0.427,0.0,-0.549,2024-01-16 21:16:12.483,1
